
# auto_cal results...
# temperature: 28.705
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2014 Jul 11 04:10:04     2        0   -0.32978     1.068          0         1          0         1          0         1          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 28.652
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2014 Jul 12 03:55:00     2        0   -0.32988    1.0678          0         1          0         1          0         1          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 21.648
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2014 Jul 18 04:33:17     2        0    -0.3307    1.0705          0         1          0         1          0         1          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 30.18
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Jun 04 15:14:11     1        1          0         1          0         1          0         1          0         1    -0.1711    1.0587  -0.038006    1.0441          0         1          0         1
2015 Jun 04 15:14:31     2        0   -0.33277    1.0674   -0.17694    1.0539  0.0039989    1.0356   -0.19627    1.0611          0         1          0         1   -0.40198    1.0727   -0.26026    1.0608

# auto_cal results...
# temperature: 41.712
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Jun 04 22:12:15     1        1          0         1          0         1          0         1          0         1    -0.1717     1.055  -0.036753    1.0402          0         1          0         1
2015 Jun 04 22:12:36     2        0   -0.33367    1.0638   -0.17541    1.0502   0.005478    1.0316   -0.19425    1.0572          0         1          0         1   -0.40632    1.0695   -0.26242    1.0573

# auto_cal results...
# temperature: 34.619
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Jun 12 15:55:57     1        1          0         1          0         1          0         1          0         1   -0.17096    1.0572  -0.036895    1.0425          0         1          0         1
2015 Jun 12 15:56:18     2        0   -0.33317    1.0661    -0.1754    1.0522    0.00535    1.0339   -0.19468    1.0593          0         1          0         1   -0.40317    1.0714   -0.26009    1.0594

# auto_cal results...
# temperature: 39.148
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Jul 16 18:09:05     1        1          0         1          0         1          0         1          0         1   -0.17214    1.0557  -0.035714    1.0409          0         1          0         1
2015 Jul 16 18:09:25     2        0   -0.33188    1.0646   -0.17393    1.0509  0.0066504    1.0326   -0.19343     1.058          0         1          0         1   -0.40327    1.0699   -0.25947     1.058

# auto_cal results...
# temperature: 37.75
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Jul 23 18:56:40     1        1          0         1          0         1          0         1          0         1   -0.17159    1.0565  -0.035864    1.0414          0         1          0         1
2015 Jul 23 18:57:01     2        0   -0.33198    1.0651   -0.17414    1.0513  0.0065587    1.0329   -0.19344    1.0586          0         1          0         1   -0.40292    1.0705   -0.25959    1.0586

# auto_cal results...
# temperature: 41.094
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Aug 18 16:34:22     1        1          0         1          0         1          0         1          0         1   -0.17297    1.0552  -0.035854    1.0403          0         1          0         1
2015 Aug 18 16:34:42     2        0   -0.33292    1.0641   -0.17379    1.0501  0.0057523    1.0319   -0.19311    1.0573          0         1          0         1   -0.40489    1.0697   -0.26101    1.0576

# auto_cal results...
# temperature: 40.975
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Sep 10 14:56:46     2        0    -0.3315    1.0637          0         1          0         1          0         1          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 27.2
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Sep 25 14:42:54     2        0    -0.3315    1.0682          0         1          0         1          0         1          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 32.256
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2015 Nov 05 16:18:42     2        0   -0.32991    1.0664          0         1          0         1          0         1          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 40.591
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Sep 06 17:57:45     1        1          0         1          0         1          0         1          0         1   -0.18296    1.0552  -0.044886    1.0404          0         1          0         1
2019 Sep 06 17:58:06     2        0   -0.34374    1.0641   -0.18434    1.0501  -0.003861    1.0319   -0.20399    1.0572          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 35.572
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Sep 11 12:13:09     1        1          0         1          0         1          0         1          0         1   -0.18139    1.0565  -0.043995     1.042          0         1          0         1
2019 Sep 11 12:13:29     2        0   -0.34107    1.0656    -0.1823    1.0518  -0.0016749    1.0333   -0.20228    1.0589          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 36.681
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Sep 16 13:19:37     1        1          0         1          0         1          0         1          0         1   -0.17871    1.0564  -0.042217    1.0417          0         1          0         1
2019 Sep 16 13:19:57     2        0   -0.34026    1.0653    -0.1808    1.0513  -0.00033052    1.0331   -0.20201    1.0587          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 37.1
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Sep 18 11:54:37     1        1          0         1          0         1          0         1          0         1   -0.17791    1.0566  -0.042469    1.0415          0         1          0         1
2019 Sep 18 11:54:58     2        0   -0.34056    1.0653   -0.18094    1.0514  -0.00010633     1.033   -0.20216    1.0588          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 34.659
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Sep 21 11:25:09     1        1          0         1          0         1          0         1          0         1   -0.17857    1.0573  -0.041429    1.0428          0         1          0         1
2019 Sep 21 11:25:29     2        0   -0.33983    1.0661    -0.1816    1.0523  -0.0007545    1.0339   -0.20187    1.0595          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 35.248
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Sep 24 11:17:30     1        1          0         1          0         1          0         1          0         1   -0.17755    1.0571  -0.042797    1.0424          0         1          0         1
2019 Sep 24 11:17:50     2        0   -0.34016    1.0658   -0.18184    1.0521  -0.0010586    1.0338   -0.20129    1.0592          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 35.371
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Sep 26 14:27:05     1        1          0         1          0         1          0         1          0         1   -0.17904    1.0569   -0.04231    1.0422          0         1          0         1
2019 Sep 26 14:27:25     2        0   -0.34044    1.0656   -0.18161    1.0518  -0.00077417    1.0335   -0.20171    1.0589          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 37.319
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Sep 26 14:39:28     1        1          0         1          0         1          0         1          0         1   -0.17937    1.0562   -0.04258    1.0415          0         1          0         1
2019 Sep 26 14:39:49     2        0   -0.34039    1.0651   -0.18139    1.0514  -0.00068474    1.0331   -0.20182    1.0587          0         1          0         1          0         1          0         1

# auto_cal results...
# temperature: 40.237
#  Date              Gain  Bipolar  CH0-off   CH0-slope  CH1-off   CH1-slope  CH2-off   CH2-slope  CH3-off   CH3-slope  CH4-off   CH4-slope  CH5-off   CH5-slope  CH6-off   CH6-slope  CH7-off   CH7-slope
2019 Sep 26 19:06:47     1        1          0         1          0         1          0         1          0         1   -0.17945    1.0554  -0.042085    1.0406          0         1          0         1
2019 Sep 26 19:07:07     2        0   -0.33983    1.0642   -0.17997    1.0502  0.00075833    1.0322   -0.20092    1.0577          0         1          0         1          0         1          0         1
